content,sentiment_labels
hate get cue pieces maxed cue really wish guys would change keep getting n hr boxes cairo delhi n end getting pieces use complete waste time change n review goes back stars,-1
make life much easier anywhere anytime checking places thank sejahtera,2
You are going to loose your regular customer ..never expected from nykaa ...if you will get damaged products from nykaa then remember girls you will suffer...,-1
difficult use since came phone thought would try n wont hard used loaded much easier check lot things app find taxi closes airport entertainment food etc keep,-1
ok,1
cannot download since,-1
slow detect make wait untill minute open app hope get fix soon,-1
app great,2
love,2
nice shop nykaa,2
please install app,-1
good,2
awesome,2
easy use,2
suddenly apps crash cant open even already reinstall sure whata problem,-1
variety genuine products,1
user friendly full informations,2
gud,2
good,2
great,2
fast info tracking covid,2
I m very disappointed frm nykaa... 1st tym i order frm nykaa.. nd recieved wrong. Product.. nd return policy..rlly bad....,-1
skin maxed potion still wasted also havent able play rush game months waiting hrs,-1
original products,2
amat baik boleh dikembangkan atau diguna pakai semasa pendaftaran dan berurusan di hospital,2
love new update able see history really good feature also hotspot tracker also useful possible include notification whenever current location status turns red zone,2
none benefit user waste energy source,-1
m unable to update the app,-1
"Worst customer care service. It's been more than 10 days and they've still not initiated refund of a missing item in the package. I wrote an email and also call customer support everday ,still no action. Don't ever order anything from them . And also the app doesn't work well. It takes ages to upload a picture when you try to send complaint message.",-1
great,2
good go,2
ok,1
reliable informative,2
user friendly,1
bad update function bluetoth,-1
Best,2
great,2
truly malaysian apps frontier apps entire malaysian rely fight covid sejahtera provide accurate statistics right preventive methods true news informatic massage government thank sejahtera,2
asure nyka give us original cosmetics product,1
easy use,2
nice,1
nice awareness local events,1
ok,1
bad,-1
fake santa asking questions even say anything still asking questions scam text ur personal information ask real santa clause real santa claus see u ur information,-1
ok,1
great n convenient,2
stupid app ca use ic number mysejahtera id instead ni kalau nombo da terminate ke ilang ke tukar nombo baru ke dah semua vaksinasi certificate xboleh link wlpun ic number yg stupid org yg pkai dua tiga nombo pun xboleh ke transfer je sijil vaksinasi tu ikt nombo ic hah bodoh,-1
informative,2
goverment spend money apps milion bad apps already fully vaccinated change contact number status mysejahtera became vaccine get back status fully vaccinated sim card already gone,-1
first modules free start enjoying charge advancement cases,2
good,2
great apps,2
I cant open it its showing internal problem,-1
sorry say service bad cz access bluetooth,-1
like many others comments aqua got faults charging got sent repair ee replaced replaced device turns overheats damn slow sony attempt fix compensation yet update later happened,-1
love app kita putuskan rantain covid,2
bad,-1
excellent,2
done registered problem log account say password email might incorrect im pretty sure put right pass email click forgot password asked put email adress phone number try put doesnt work didnt receive message failed,-1
Love this app,2
nice,1
fast n efficience,2
Price is to high,-1
Love this app,2
good,2
login app tried many times install uninstalled still log everytime asking reset password u guys even sent guys actually please something app currently suck,-1
I loved it.. Awesome products,2
loved,2
app important malaysian go somewhere see new update covid,2
mysejahtera best malaysia apps august,2
good,2
user friendly,1
problem excellent,2
pretty good,2
dah boleh install tapi nak start guna dia suruh locate locate tu dah settle tapi dia cakap location tak boleh submit adoi apa benda apps ni problem ka,-1
easy access,2
easy scan need temperature input,2
ok,1
"Nykaa,please focus on your delivery service.Bcz after giving preferable 
delivery date and time ,the oder is not delivered.When i track my order i 
found that it's failed delivery and reason was ''receiver refuse the 
oder''.so ur delivery service is blaming to customer. After seeing that i 
log out my account.very worst app.no need any product frm nykaa.",-1
excellent apps,2
app wow,1
good app convenient add group family members well one mobile device well done salam sejahtera,2
excellent app,2
much improved,2
like cuz see much people got coronavirus,2
even scan qr code bad service,-1
easier use,2
really helpful,2
worst app ever.,-1
I love this products,2
good,2
"It's good game. The spin win wheel definitely rigged. The highest I ever gotten 500 coins. Also, I used wait 15 seconds open Pro box, I wait 3 hours. I'm disappointed situations.",2
nice update modern sleek search function go,2
excellent,2
love this app,2
"Ridiculous logistics. Ordered for a few products 10 days ago, haven't received any update or refund from the company. They will sleep on your orders and make you wait till the expiration date of the products. Absolutely useless company. I'm definitely never Buying from this embarrassment of an organisation.",-1
